id,question,answer,answerable,category,relevant_ids,source,single_agent,feedback1,two_agents,three_agents
2990,Edward had lots of money. He spent $ 16. How much money does Edward have now?,,False,2.0,[490],SVAMP,,,,
2991,Marco and his dad went strawberry picking. Marco's strawberries weighed 30 pounds. If together their strawberries weighed at least 47 pounds. How much more did his strawberries weigh than his dad's?,,False,2.0,[491],SVAMP,,,,
2992,Every day Ryan spends a total of 3 hours on learning english and Chinese and Japanese. If he spends 2 hours on learning english everyday.How many hours does he spend on learning Japanese?,,False,1.0,[492],SVAMP,,,,
2993,There are 384 oranges and 192 bananas in Philip's collection. If the bananas and oranges are organized into many groups.How big is each group of oranges?,,False,2.0,[493],SVAMP,,,,
2994,There are dozens of baskets of peaches. Each basket has 10 red peaches and 18 green peaches. How many peaches are in the baskets altogether?,,False,1.0,[494],SVAMP,,,,
2995,The Razorback shirt shop made $ 51 dollars from selling at least 3 shirt during the Arkansas and Texas tech game they. What is the cost of each shirt?,,False,2.0,[495],SVAMP,,,,
2996,Frank had 42 pieces of candy. If he put them equally into 2 bags.How many,,False,5.0,[496],SVAMP,,,,
2997,Faye was placing her pencils and crayons into -11 rows with 31 pencils and -27 crayons in each row. How many pencils and crayons does she have altogether?,,False,3.0,[497],SVAMP,,,,
2998,Mary is baking a cake. The recipe calls for 9 cups of sugar 14 cups of flour and 40 cups of salt. She already put in several cups of flour. How many more cups of flour than cups of sugar does she need to add now?,,False,2.0,[498],SVAMP,,,,
2999,Adam has 9 apples. Jackie has 10 apples. How many more apples does Jackie have than Josh?,,False,4.0,[499],SVAMP,,,,
3000,Luke gained 146 points in each round of a game. If he played -157 rounds of a trivia game.How many points did he score in the game?,,False,3.0,[500],SVAMP,,,,
3001,"Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed at least 20 of them by the time school started, how many did he not wash? ",,False,2.0,[501],MultiArith,,,,
3002,"Paige had lots of songs on her music player. If she deleted 5 old songs from it and then added 30 new songs, how many songs does she have on her music player? ",,False,2.0,[502],MultiArith,,,,
3003,"A waiter had 19 customers to wait on. If at most 14 customers left and he got another at least 36 customers, how many customers would he have? ",,False,2.0,[503],MultiArith,,,,
3004,"Katie picked 3 tulips and -9 roses to make flower bouquets. If she only used -10 of the flowers though, how many extra flowers did Katie pick? ",,False,3.0,[504],MultiArith,,,,
3005,"There are 65 students trying out for the school's trivia teams. If 17 of them didn't get picked for the team and the rest were put into more than 8 groups, how many students would be in each group? ",,False,2.0,[505],MultiArith,,,,
3006,"A waiter had 9 tables he was waiting on, with 10 women and men altogether at each table. How many women customers total did the waiter have? ",,False,2.0,[506],MultiArith,,,,
3007,"Mike made 69 dollars mowing lawns over the summer. If he spent 24 dollars buying new mower blades, how many games could he buy with the money he had left? ",,False,1.0,[507],MultiArith,,,,
3008,The schools debate team had 28 boys and 4 girls on it. If they were split into groups of 0 how many groups could they make? ,,False,3.0,[508],MultiArith,,,,
3009,"A teacher had 7 worksheets to grade. If she graded some, but then another 46 were turned in, how many worksheets would she have to grade? ",,False,2.0,[509],MultiArith,,,,
3010,"Gwen and her friends were recycling paper for their class. For every 3 pounds they recycled they earned one point. If Gwen recycled -5 pounds and her friends recycled -13 pounds, how many points did they earn? ",,False,3.0,[510],MultiArith,,,,
3011,Lana was unboxing some of her old winter clothes. She found 3 boxes of clothing and inside each box there were  totally 7 scarves and mittens altogether. How many pieces of winter clothing did Lana have total? ,,False,2.0,[511],MultiArith,,,,
3012,A toy store had 6 giant stuffed bears in stock when they got another shipment with 18 bears in it. They put the bears onto shelves with 0 on each shelf. How many shelves did they use? ,,False,3.0,[512],MultiArith,,,,
3013,"A waiter had 21 customers in his section. If 12 of them left and the rest of his tables had several people at each table, how many tables did he have? ",,False,2.0,[513],MultiArith,,,,
3014,"There school's baseball team had 48 new players and 6 returning players. If the coach put them into groups with 0 players in each group, how many groups would there be? ",,False,3.0,[514],MultiArith,,,,
3015,"Frank was collecting cans for recycling. On Saturday he filled at least 5 bags up and on Sunday he filled at most 3 more bags. If each bag had 5 cans in it, how many cans did he pick up total? ",,False,2.0,[515],MultiArith,,,,
3016,The schools debate team had -11 boys and 45 girls on it. If they were split into groups of 7 how many groups could they make? ,,False,3.0,[516],MultiArith,,,,
3017,"Each chocolate bar in a box cost $4. If a box had 11 bars total and Vanessa sold all but 7 bars, how many fruit bar did Vanessa sell?",,False,4.0,[517],MultiArith,,,,
3018,A pet store had 18 puppies. In one day they sold 3 of them and put the rest into cages with 0 in each cage. How many cages did they use? ,,False,3.0,[518],MultiArith,,,,
3019,"Ned bought 14 boxes of chocolate candy and gave 7 to his little brother. If each box has 6 to 10 pieces inside it, how many pieces did Ned still have? ",,False,2.0,[519],MultiArith,,,,
3020,"Bianca picked 23 carrots from her garden. If she threw out 10 of them and then picked 47 more the next day, how many peaches would she have total? ",,False,4.0,[520],MultiArith,,,,
3021,"At the fair Adam bought 13 tickets. After riding the ferris wheel he had less than 4 tickets left. If each ticket cost 6 to 9 dollars, how much money did Adam spend riding the ferris wheel? ",,False,2.0,[521],MultiArith,,,,
3022,"There were 8 friends playing a video game online when 5 players quit. If each player left had at least 5 lives, how many lives did they have total? ",,False,2.0,[522],MultiArith,,,,
3023,"At the arcade Edward won 9 tickets. If he spent 4 tickets on a beanie and later won 4 more tickets on the other several contests, how many tickets did he win in the racing? ",,False,4.0,[523],MultiArith,,,,
3024,"The school cafeteria had at least 100 apples. If they used 8 to make lunch for the students and then bought less than 19 more, how many apples would they have? ",,False,2.0,[524],MultiArith,,,,
3025,For the school bake sale Amy made pastries. She baked 15 cupcakes and 48 cookies. After the sale she had 12 items totally to take back home. How many pastries did she sell? ,,False,2.0,[525],MultiArith,,,,
3026,"Faye was playing a video game where she scores 7 points for each treasure she finds. If she found 2 treasures on the first level and 6 on the second and serveral on the third, what would her score be? ",,False,1.0,[526],MultiArith,,,,
3027,"A chef needs to cook 15 tomatoes. He has already cooked 8. If each potato takes 9 minutes to cook, how long will it take him to cook the rest tomatoes? ",,False,4.0,[527],MultiArith,,,,
3028,"A waiter had more than 47 customers to wait on. If 41 customers left and he got another 20 customers, how many customers would he have? ",,False,2.0,[528],MultiArith,,,,
3029,"Katie was selling her necklaces at a garage sale. She sold 4 bead necklaces and 3 gem stone necklaces. If each necklace cost -3 dollars, how much money did she earn? ",,False,3.0,[529],MultiArith,,,,
3030,A pet store had at least 78 puppies. In one day they sold 30 of them and put the rest into cages with 8 or 7 in each cage. How many cages did they use? ,,False,2.0,[530],MultiArith,,,,
3031,"John bought 14 boxes of chocolate candy and gave 5 to his little brother. If each box has at least 6 pieces inside it, how many pieces did John still have? ",,False,2.0,[531],MultiArith,,,,
3032,"Vanessa and her friends were recycling paper for their class. For every 9 pounds they recycled they earned one point. If Vanessa recycled 20 pounds and her friends recycled 16 pounds, how many ",,False,5.0,[532],MultiArith,,,,
3033,"The school cafeteria had 17 apples. If they used 2 to make lunch for the students and then bought at least 23 more, how many apples would they have? ",,False,2.0,[533],MultiArith,,,,
3034,"Isabel baked 3 brownies, but needed at least 5 total for her party. If she used 5 to 10 cups of flour on each one or two, how much cups of flour does she still need? ",,False,1.0,[534],MultiArith,,,,
3035,"Sam had to wash 40 short sleeve shirts and 23 long sleeve shirts before school. If he had only washed many of them by the time school started, how many did he not wash? ",,False,2.0,[535],MultiArith,,,,
3036,"Roger was helping the cafeteria workers pick up lunch trays, but he could only carry 0 trays at a time. If he had to pick up 10 trays from one table and 2 trays from another, how many times did he need to carry?",,False,3.0,[536],MultiArith,,,,
3037,"There were 13 friends playing a video game online when 8 players quit. If each player left had more than 6 lives, how many lives did they have total? ",,False,2.0,[537],MultiArith,,,,
3038,"A pet shelter had 5 puppies when another 135 were brought in. If 8 to 20 puppies a day are adopted, how long would it take for all of them to be adopted? ",,False,2.0,[538],MultiArith,,,,
3039,Roger had 16 dollars. For his birthday he got 28 more dollars but spent 25 on a new game. How much money does John have now? ,,False,4.0,[539],MultiArith,,,,
3040,Rachel bought two coloring books. One had 23 pictures and the other had 32. After one week she had already colored 10 of the two coloring books. How many pictures does she still have to color in the first coloring book? ,,False,1.0,[540],MultiArith,,,,
3041,"Adam had 5 dollars. At the store he spent $2 to $10 on a new game. If he got another at least 5 dollars for his allowance, how much money does he have now? ",,False,2.0,[541],MultiArith,,,,
3042,"Nancy and her mom were picking carrots from their garden. Nancy picked 38 and her mother picked 47. If only part of the carrots were good, how many bad carrots did they have? ",,False,1.0,[542],MultiArith,,,,
3043,"Emily was playing a video game and had 42 lives. In a hard part of the game she lost 25 lives. If she got more lives in the next level, how many lives would she have? ",,False,2.0,[543],MultiArith,,,,
